sheet_name|value
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=12NJOVlpgNK0t-mJdG09apYuk1YW_fh53
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1Oy2gCNEpSYOY6ZFGuP53sVhDeRh24Zv5
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1JoMDDcpYXZp5R7JGV_VLJcw6G6_naeje
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1ny1i0wjnM4nwUhdWOWAq7JinTxzzV8aT
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1vr5wjTwlbfuTP_HET7RWN5LYRq7QDkLn ,  https://drive.google.com/open?id=1LPfry1krCYYLl6mO172fAv7OyS5TK__D 
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1CbJmaRYQqYSECTGyCLaxT5vkvXJCpRC0
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1SouC50e7KWJBU_1HcBkewYj2MOiWO4U-
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=11fmh1HUVUe-FEPuGwZK_qUtJkatVCbAB
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1YT1pe5nS48VHmtXrxrW0Wma8aWqY6Cb7
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=19LEkiEDBcFuIhcEA4zKgkBoz-mHavBWy
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1hsZ82aCQOppoDRqh7Yt6OZ0ic-8nKwG0
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1ph1vrnJqhNC49kZEbbzC54RcKiTNWHcf
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1PxMgM5r0J2bS1zV8Dkh2FqlQuSkyGCwH
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1VUlFe9BZM35EtmXtut9negrbnxdueQf6
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1FjirzACrv9eBYZ2sFXkdIbewANyDpJfw
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1_IYiuUhunLFrGMWudq3RDezfQSuwjkvu
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=10eHVvmDFP1B-Kq9grs7C5aBbYRbXvYP7
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1m3zUWhbNelv384Z3Of8trqw3M4oZowPU
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1T4mOZXl5VfGUm4HvEJ7hzYay27eS8f2S
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1vYMEI65MJvwVe-sX5pz2sOCxLYJHz9y-
SEMÁFOROS TAUBATÉ|https://drive.google.com/open?id=1n3xYbqNlEtx8tFc3qwch5Oy0jXKfSsIH
GUARAREMA|https://drive.google.com/open?id=1uF-1doYWZQ_ZR6Xhi5B0IMWMJUI8VL4x
GUARAREMA|https://drive.google.com/open?id=1WRqCD3cjrnDdJniWFwVZfQAM86Ismdli
GUARAREMA|https://drive.google.com/open?id=1TkxCEpQv0Bz82BOjDyUv4uewXvhumxT6
GUARAREMA|https://drive.google.com/open?id=1DahL15xq0F6KqzbtfpBAcUJUsP-XTIwt
GUARAREMA|https://drive.google.com/open?id=1mnvOR_GgAgIddPZXmxMDK3pAHNwBd6Sy
GUARAREMA|https://drive.google.com/open?id=1zYPXzT2nDWVXdXwMF4732VAkeGHXSzcr , https://drive.google.com/open?id=1-0LEFoAnWqIkfkM7G25dnRQW4W5HzHv- 
GUARAREMA|https://drive.google.com/open?id=1LB77U7cf6iiun0VB9svc88nMOXPtWEwU
GUARAREMA|https://drive.google.com/open?id=1QNQ9pskoRgTAb2rWw8FRQo7t-N2zG-p9
GUARAREMA|https://drive.google.com/open?id=1Rwqj9Rstx4dlHDKPlXkDzflLGDcIZeI7 , https://drive.google.com/open?id=1MSc5xz3KWAE4DXK5h7Q7AapJSHxysN_S 
GUARAREMA|https://drive.google.com/open?id=1JkmNaoLP9vySpLCEg0as3kInfQ5n4d_C
GUARAREMA|https://drive.google.com/open?id=1etA4d5O3GY57kcPSN8r-bm68gncJyXIp
GUARAREMA|https://drive.google.com/open?id=1m6q1mrYSX0_MAtOY8uSvgYQ9voxm-_za
GUARAREMA|https://drive.google.com/open?id=17F-4Cd7Azp6KZHfsk7NchSy8TJkyhm_i
GUARAREMA|https://drive.google.com/open?id=1Mpuh71RYUmrFy2a5O-PBavjceHPVEPBD
GUARAREMA|https://drive.google.com/open?id=1GAjEfyZ2fdGArVu1JHagzQP6xirsnLzP
GUARAREMA|https://drive.google.com/open?id=1J6oIlPPSKyjTijEX-hQV0Px5AxU1E3Rg
GUARAREMA|https://drive.google.com/open?id=1-QxZ4Q9G_y5jhUMt47MraxvCBzeLnkhH
GUARAREMA|https://drive.google.com/open?id=144wIZSl7VZ85K3vCmXnnVYL5qMKGHMfg
GUARAREMA|https://drive.google.com/open?id=10CLKOrsiPsr9zGE1wNxOCkgrCzPrR14t
GUARAREMA|https://drive.google.com/open?id=1cQbSU6AGEcRZ0ns91ZkjHt246AvUYqk0
GUARAREMA|https://drive.google.com/open?id=1W4IaltVpoxS8obn015oFheFbxRWMTFG8
GUARAREMA|https://drive.google.com/open?id=11XXPqc9xVW2KvvQLt4ZOhg8JfxFtC61J
GUARAREMA|https://drive.google.com/open?id=1gbvIgJZ5qAPaiTbK61EnvdA242oaXo9P
GUARAREMA|https://drive.google.com/open?id=12eQHOdFJ5xYBg9Gmz3q0SdtNWVxgjoHZ
GUARAREMA|https://drive.google.com/open?id=1A8o96zYO4M0Vb2m1iJfa9QbiDhfqIdj7
GUARAREMA|https://drive.google.com/open?id=1QEbbmnboM8rbYrMfBEK8FYOisgZz2g7l
GUARAREMA|https://drive.google.com/open?id=1WSb3D3l2b_LZgakT-rZx42Nmf-h25-TO
GUARAREMA|https://drive.google.com/open?id=18wB_SmuQqCEJb9CkuAUAvkveXs1Vl0Pa
GUARAREMA|https://drive.google.com/open?id=1eBXZEkkKGJJPeY5zm8x3qstKBlvM5lsE
GUARAREMA|https://drive.google.com/open?id=1aFApThNWaodw4riNXKT364ilhJ5Mgyuk
GUARAREMA|https://drive.google.com/open?id=1eInTlCQqUcNycjXYOERO9M5qlrRuW98m , https://drive.google.com/open?id=1rNMERT6x_vnLNRnxTrva72pUnZcDHwm5 
GUARAREMA|https://drive.google.com/open?id=1S9Hf2eUHZF9gmfDjJvr3YU2z4uPVq9oK , https://drive.google.com/open?id=1midYAM_Zd9xsHll0PEOVJv61Jg5zVqh3 
GUARAREMA|https://drive.google.com/open?id=1sr4d2QXoJLvByYh0gZvAfa3T_NQSvNNs
GUARAREMA|https://drive.google.com/open?id=1BDhNMG9pj7HOrN8y4VRnKRTHLtJbHHJ6
GUARAREMA|https://drive.google.com/open?id=1cbG9i3s9JncId0ayhr2QcmakO6lL6m9D
GUARAREMA|https://drive.google.com/open?id=1jmIj_Pygbt7-JxEiIlr7-DZ4b38s0bjy , https://drive.google.com/open?id=1Qtc9gNjXPNaWy0XOM45sGNeIG2pKIZTZ 
GUARAREMA|https://drive.google.com/open?id=1DkxgpsX9aiaBorj3bSN3equNgFUeDpNd
GUARAREMA|https://drive.google.com/open?id=1MkLGPHb3qVPHFGu8dsuX0zuCBiByRfK6
GUARAREMA|https://drive.google.com/open?id=1ER7DviHD2yiBO6XKQFlBEFavsYhn0q0Z
GUARAREMA|https://drive.google.com/open?id=1vDgkpSRp1fhybq_J5GCcaOg4vLoq0OsS
GUARAREMA|https://drive.google.com/open?id=1yu5bZvnTSjqyUxMAxKzXesGAaC4dBl--
GUARAREMA|https://drive.google.com/open?id=1og80jJh29qHScLkoW0OKlxk5qRJjen9o
GUARAREMA|https://drive.google.com/open?id=1UMUsCHUMKrJIFuc0_npkgAM5_M_WEcch
GUARAREMA|https://drive.google.com/open?id=1NEtbHLdwyuidBQPvZIUjtMQDj-kmGBV8 , https://drive.google.com/open?id=1hRG7aSm_YBVKwpGqkROC7cRsrSO2qV0R 
GUARAREMA|https://drive.google.com/open?id=1Gg4RIZp6_67uTaaTl3ycjt4gxFUbmVGC
GUARAREMA|https://drive.google.com/open?id=1dKi6l22LIfp9ZmHRhR_gdIsB8Wl3ZU8v
GUARAREMA|https://drive.google.com/open?id=13TVxbW3GZQmnmnvDcd1FMC6-GVl73Q5n
GUARAREMA|https://drive.google.com/open?id=1C2OEkTCvGDDMFt4-hW6wJdQeP2wqrJV2
GUARAREMA|https://drive.google.com/open?id=1uY0LtE-aFn5Q-uIEZTElzYeOPZBSBYSc
GUARAREMA|https://drive.google.com/open?id=13H94cOWQxZksY1R67rZSEaBqBSu4oRZv
GUARAREMA|https://drive.google.com/open?id=1NuYUu-GnRbMPWOMrTFqqKhT2LAleKlkb
GUARAREMA|https://drive.google.com/open?id=1QQUZqffJIxz7-xDhZPOObHVThjeUuOQ1
GUARAREMA|https://drive.google.com/open?id=1lFztm3c-_JeV17Zvz7sAK7-lezV1iZd9
GUARAREMA|https://drive.google.com/open?id=1zcEA6l9oKw78cFJYLxK9nO8ShZwuQ2px
GUARAREMA|https://drive.google.com/open?id=1P2ox-uGwBIhu7G3YjEEFhIVUe-jXG-IY
GUARAREMA|https://drive.google.com/open?id=1Ls6XIaLVZ4v0iEwy12_NB7zvXKLI3pRM
GUARAREMA|https://drive.google.com/open?id=1ybNND-y3Ahhy38bpBwuAbzRT7pz40rH4
GUARAREMA|https://drive.google.com/open?id=1Aijf9oj0KqSyv3Ljjt3nl3XW2xUuQIZ-
GUARAREMA|https://drive.google.com/open?id=1W5aebF-yVHZteUSCI6cL1rb9rifud-9m
GUARAREMA|https://drive.google.com/open?id=1qfJqWGVFtkqt8oA0yKfGHZ69Unb1UBHP
GUARAREMA|https://drive.google.com/open?id=1P5Ozr1oOAOg1wCg2gRNDP7ibMwvtQdp6
GUARAREMA|https://drive.google.com/open?id=1iaCwnEyDzJAMKlUbLJPlz_vBRW58pN5h
GUARAREMA|https://drive.google.com/open?id=1Y6UwTG8bynzlpxA2t7OcoD1K2dEtt_7g
GUARAREMA|https://drive.google.com/open?id=14YkGBVAXbMgHWSbzvn9P_s-ODwbFhZ_w
GUARAREMA|https://drive.google.com/open?id=1b0L7GTbmHoC8JdpZpK0-SeJeh8y5kr-u
GUARAREMA|https://drive.google.com/open?id=1996kRV8mxNLEffgpPiCJwUEWzZiJ9Bkn
GUARAREMA|https://drive.google.com/open?id=1yYGzeJrObDI0V5eZZOIsd_rH09dbvYZ0
GUARAREMA|https://drive.google.com/open?id=1OHHPp3-jXT7cREqKSXThCxrygLiOJaFE
GUARAREMA|https://drive.google.com/open?id=1BmffAf9yP7uk8y59Zzb6d8jMwccurXFu
GUARAREMA|https://drive.google.com/open?id=1-RpARW56aX4dakKTwhPjBPSKjFF0IXla
GUARAREMA|https://drive.google.com/open?id=1VwHVbVPAM3nElUGKe69TjP8EV2jJdifh
GUARAREMA|https://drive.google.com/open?id=1ACE9FIDlKwfi9EslMY7SjCO1iRobQCLD
GUARAREMA|https://drive.google.com/open?id=1CHCo8cDAi8O4TRInOgOKTjmPDc6D2NuP
GUARAREMA|https://drive.google.com/open?id=12eY25UxixIISuHIGKBL5vL6cNc5qrIFf
GUARAREMA|https://drive.google.com/open?id=1aAcLtNQ5hsY_Oo_CzPHje_Yry2gmCyEe
GUARAREMA|https://drive.google.com/open?id=1kHpJaXSrepKBmBX_hZY4cdWTzM1odOjV
GUARAREMA|https://drive.google.com/open?id=1n7xaQovdGrttYO9e79znQRgXpMdYOWzB
GUARAREMA|https://drive.google.com/open?id=1-IvRjzFjJB8Z3rkt5noJTQos5fH51gt2
GUARAREMA|https://drive.google.com/open?id=11ucDF1vjwwHwYzjvq6C5u1kChULrZJhq , https://drive.google.com/open?id=1oyG7r66sWDuCdNkwg9Wnc-OATxTBf15W 
GUARAREMA|https://drive.google.com/open?id=1BMMZmWt94ZeoRDj861NYeKNjS9sggmXh
GUARAREMA|https://drive.google.com/open?id=1JRvGtUeeILDuPL4-pT3IcMPu9NyMkNja
GUARAREMA|https://drive.google.com/open?id=1ONAsYP27FmF9N-isyyQTqzkiz-WRPhoK
GUARAREMA|https://drive.google.com/open?id=1sZWHp9tSjXYzu90Y2HO1UB5WB9xiyxsf
GUARAREMA|https://drive.google.com/open?id=1KKLWRue4wDOA3KHop4bGDz_Yb1Iv1nKq , https://drive.google.com/open?id=1kaNH6fCzUr0A5Y4HMMU7NH5yOzW5a4A- 
GUARAREMA|https://drive.google.com/open?id=1jgZu-YPdV63U-63SRODtGj6fw1znvsrY , https://drive.google.com/open?id=1CwemmcN_VWjgkIjvHlUbTrKnvKPP-cLp 
GUARAREMA|https://drive.google.com/open?id=1-eEHyQLt8YTsIROmI5CGxOnjlZxLuNB7
GUARAREMA|https://drive.google.com/open?id=1LNclFO9ZOk7DQlzm2Aa2zn_4pvYd7WGo
GUARAREMA|https://drive.google.com/open?id=1EfBybMF8ZVrIEK8sC26jvNJdHxMgWHtk
GUARAREMA|https://drive.google.com/open?id=19HptlrvDwXBLWMnEo0YsuLQSzkAeKvkx
GUARAREMA|https://drive.google.com/open?id=1muXzpzEWNbsp8VoJ5Mp7SLraDnHuCtJV
GUARAREMA|https://drive.google.com/open?id=1Rv-bE4avgWJ307WXEgYc17u8RpZ7NqsS , https://drive.google.com/open?id=1YOuyHWX4AvK-D5LMg_wgrQdJz8JqNSEf 
GUARAREMA|https://drive.google.com/open?id=1qNbZqKFuKRQK5ggTT-ZyOyllZkRuAXin , https://drive.google.com/open?id=1stygYjOLlyAs4mnD9T6yGZRlrzUMvcAH 
GUARAREMA|https://drive.google.com/open?id=1pC0vautlN71KOntBdMVdIHAUz7su78Zm
GUARAREMA|https://drive.google.com/open?id=1DnDxxrB_fNiG6FuEMCCgMEZxgNHCrshr , https://drive.google.com/open?id=10877XC1SAktJx9AZ1fbDz2FivLQTXH-G 
GUARAREMA|https://drive.google.com/open?id=1EGtBN1M63RZL0nOnu-8hPRJ4ZSzaFw-u
GUARAREMA|https://drive.google.com/open?id=16oXAPdiqS0eNsVTT0mC06mHhuevRf7Li
GUARAREMA|https://drive.google.com/open?id=1L5JvK2sGFbrBFwQEZTuWOjC4kT3yApQw
GUARAREMA|https://drive.google.com/open?id=1J17ieafyaIKgVg_6uGZWTj_09_rTGeW_ , https://drive.google.com/open?id=1cYPBN60YKnHHL856m2EDGd2ANevWNmGS 
GUARAREMA|https://drive.google.com/open?id=1HGZZERF7NwKNPvsGrI1MU62Qg6VdpmvW
GUARAREMA|https://drive.google.com/open?id=1am7XrfhZvQhxWiM7Ef6sxKbypGk3Hkf0, https://drive.google.com/open?id=1NpuQvDg0J8bMzXUA9xJiFSqvQT9WhJ44 , https://drive.google.com/open?id=1JiSZXuY-0ToWEPzsXmHNL5flZMVIgdE- , https://drive.google.com/open?id=1he97vOycPfSwe5ud5coU9RMnaQyle9le 
GUARAREMA|https://drive.google.com/open?id=1XkWlT1_2dm3PHKYFohMBsSGEvKvaDLJL
GUARAREMA|https://drive.google.com/open?id=1lTbj8YDJQkDun_68aPU9uH1l5-hRKY3A
GUARAREMA|https://drive.google.com/open?id=1G8rRh3GpoXP3ubQz02UkUuOd3mxXrQIO
GUARAREMA|https://drive.google.com/open?id=1jaZ73HYfQzegcfsldLxQrBelZ_H5my1Z
GUARAREMA|https://drive.google.com/open?id=1EG2eL_Qwc2vwsqZt4K6SVdYmfUBeSquE
GUARAREMA|https://drive.google.com/open?id=1k8rX0fncbFwtRiCt2RG3XB70qIroWrYA
GUARAREMA|https://drive.google.com/open?id=1Sw342zsiysZepm143XNacanGX4REIcYk
GUARAREMA|https://drive.google.com/open?id=1UC64tdlUhZ-i6y__LZomp3c2kTFfj46P
GUARAREMA|https://drive.google.com/open?id=1q5KGfABy-SSpXxsd9jPvgb1TvimGZlJ4 , https://drive.google.com/open?id=1ZGsCWIaUHo44XEemTt9NorVf1vTbKUvV 
GUARAREMA|https://drive.google.com/open?id=1riD_MAXM8OAhhkFm36ghmiEBFuFyuwQM , https://drive.google.com/open?id=1pydiUL3uEeve_VR1h8jqWDxKKUV7cvyJ 
GUARAREMA|https://drive.google.com/open?id=1FBX5SYTg1g6wlpdJrH-uXWkg49rHssti , https://drive.google.com/open?id=1XmKgidJQGOeueGvzekKouUk_9iRilhfy 
GUARAREMA|https://drive.google.com/open?id=1KngkFV6S1Z4kHcyKMc3dGXk1mRxBu1Rr
GUARAREMA|https://drive.google.com/open?id=1fxrIZFzmV6mBE2A5DOSZae4FoLRnPYkN , https://drive.google.com/open?id=1Ssc-a0wg-wVAmyji0zpPmTbngcmp12aW 
GUARAREMA|https://drive.google.com/open?id=1rVSgszPpcfyHAtaMu5wscLKNcRk7xUjF , https://drive.google.com/open?id=1K6AQk6KLdg4MpmM1PBzT93JSLcV884wy 
GUARAREMA|https://drive.google.com/open?id=15lKx79d0Oi4DYT8X4lHP_VFjpO0uSXhx , https://drive.google.com/open?id=1ByHDV9zNq3XnoVbfiLg4r0z95fAjUp5Y 
GUARAREMA|https://drive.google.com/open?id=1KNIIsIKf7oDcptCc9vXbhhbRbX5Zx3gR , https://drive.google.com/open?id=1FK8BL15IGpq_NSoO9kuKLYYJvQ1mwHkS 
GUARAREMA|https://drive.google.com/open?id=1FtKSDiNTler39qYOmPmbsBpFdI3zw532 , https://drive.google.com/open?id=1xXSdaVFA93HIDw5MwZU_uQ9kHW7IgxN4 
GUARAREMA|https://drive.google.com/open?id=1gSsZd_esTmcORyX4j1HVp6E6swwCBr2X , https://drive.google.com/open?id=1NRiSgTK2gJcEgz7S8YjMSSqiDTYjo-7j 
GUARAREMA|https://drive.google.com/open?id=1HWBnR69W7rNWoO8Sm7O5n0Xi8gzXBdsJ
GUARAREMA|https://drive.google.com/open?id=1X1_sIrAIYoeeDb8Wg-fZtbEYRiBRD8dk , https://drive.google.com/open?id=1O-vGUuWphJT2aLfXg1ullW3gQsVoK72C 
GUARAREMA|https://drive.google.com/open?id=1hxz5sWyO9pFXIyv-jKE_uwQEOrhJ7SXN , https://drive.google.com/open?id=1uqJvViKvDq51J2NcrqX2FV5iQa49QT02 
GUARAREMA|https://drive.google.com/open?id=1SxiFFhwjRN_pKRzfuVQoSGNk9OD_EFRL , https://drive.google.com/open?id=19b3dt6WmkqW_hUs3WrdfIjqygRyoUOEz 
GUARAREMA|https://drive.google.com/open?id=1UliuV6HRCHcSG-NPHlxAEAiZkg4HaIG3 , https://drive.google.com/open?id=1vawg8MbXq-XIt36aQoVrMBWUUB30kHqK 
GUARAREMA|https://drive.google.com/open?id=1P9BLwqOmZg1iG5u4NP3NV1lkIbhlZp8X , https://drive.google.com/open?id=1UEarRTruqZJQqEpEeYpZT8HyY0pW5dmt 
GUARAREMA|https://drive.google.com/open?id=1eRScClAS7Z5usYhS1DH4icEoTz-xPEDW
GUARAREMA|https://drive.google.com/open?id=19yHpN0n_4EvIG6Ff5_VDllKpSohxVaYJ
GUARAREMA|https://drive.google.com/open?id=1edgrgv_dwmvFigDQ_ucm1k7YK-3QlIOk , https://drive.google.com/open?id=18_QloAiM1YAf1XZ-nSUfeEC8LjBZZVdH 
GUARAREMA|https://drive.google.com/open?id=16pNWvcvugq9VbPOXo3VBiz1qu05-mMY2 , https://drive.google.com/open?id=1As7U8OY-YwsmRoaabEXc6aPQNuHSQ0uH 
GUARAREMA|https://drive.google.com/open?id=1c2YPANNfo_Qvv3XObM7sXOGERX9CA58n , https://drive.google.com/open?id=1crBK-PAFgMQPjVM49wmW6li80ksJYv5u 
GUARAREMA|https://drive.google.com/open?id=14GAYRZYRDVybwTzUPi06M-aaOBDOIwgF , https://drive.google.com/open?id=1tOGVw2gQ9gJAT_lXcelHklwJanKRZINE 
GUARAREMA|https://drive.google.com/open?id=1ZKwl-sjXBt__jQUzY0USWehv2Ho0GDA8 , https://drive.google.com/open?id=1qsJ8dTtmlAfKrcykN96CZjknr_NaUgZe 
GUARAREMA|https://drive.google.com/open?id=1ZqJMR5MuKWeDvj5_NBv9TQBgA4gsdryU , https://drive.google.com/open?id=1-qC1iCmP0e9_7Nhkdm5iRKMmPn3B7OLL 
GUARAREMA|https://drive.google.com/open?id=1DML7UbhuLdD5JQ8jQD23WHTvEuimYsXR , https://drive.google.com/open?id=1YNlR_UAd3Om2vThURpMT8bJwQNo3jyl_ 
GUARAREMA|https://drive.google.com/open?id=1l4xgh1HA_eFJp4HWYRbQ4akJaNeB_OOZ , https://drive.google.com/open?id=1JJ26c6XMO05os2ryj5U9MqcSWb3S-0r5 
GUARAREMA|https://drive.google.com/open?id=1bFH6UY4LV4DS7JNlLUy4WRBVgFLbdziK
GUARAREMA|https://drive.google.com/open?id=1EyfJOnsQM-wYfGRsjlAZmHaenvRR7-9l , https://drive.google.com/open?id=191cwraReKApZ0_TSUm-9g4I_YqCbuX40 
GUARAREMA|https://drive.google.com/open?id=1UR4UzZgCOiT4VrVoCmAAe05mzfU7Klhd , https://drive.google.com/open?id=1lma22ABQDUd51LMX6iNUVOieLpRr-i0b 
GUARAREMA|https://drive.google.com/open?id=1UQ4rNIQyjY4nlx7CxOQBoyaqW5EeyNKJ , https://drive.google.com/open?id=17DtRRwCSSGOiOzyJHrwrJAO9-QFb4pU8 
GUARAREMA|https://drive.google.com/open?id=1opP2VGbdp9PhwAWnhknPsDs9odUp5DSb , https://drive.google.com/open?id=1CizuGemlKQvcSEoQPUhNiNYKvt0xkRqK 
GUARAREMA|https://drive.google.com/open?id=1kC9uBW5mB4DSac5mWp1ySLxDmYGf9QBU , https://drive.google.com/open?id=1ZvFRYZK3onxHDSco7ONysPcTh8T6yXVz 
GUARAREMA|https://drive.google.com/open?id=1EOi7cwCllyPKx63dXhAsOjXP__S1c31e , https://drive.google.com/open?id=1GIJvNd8e_BnZME_iefpGierSpZ_Shp00 
GUARAREMA|https://drive.google.com/open?id=1koo7fJle0m6K_rS3V8wgGiKTs7L4_9ut , https://drive.google.com/open?id=1iE1mzd8ZWQsP16FzI6V3n3U14CWpVqt7 
GUARAREMA|https://drive.google.com/open?id=12BfJeE2s8qx-KijQJ-Vx3Ivodeqk5OdP , https://drive.google.com/open?id=1QMNvqzkz_fzWYtg-A9m0U4EoPPw9o29h 
GUARAREMA|https://drive.google.com/open?id=1x2DeJ8XYnrKsHaEVV2BDVgAZwwQDTzO0
GUARAREMA|https://drive.google.com/open?id=1_DJ3Wc5mmAs8Q397TDKFhIha3scfa6ej
GUARAREMA|https://drive.google.com/open?id=1IlktQxo6G66oLIOga4pHI1FUokKo88vv
GUARAREMA|https://drive.google.com/open?id=1liOcSRy5h-kReUqp0U7HozTRsT5tFOnh
GUARAREMA|https://drive.google.com/open?id=1WbJihbMpXO0t7MFZJGXTlH2ScTon2jvF , https://drive.google.com/open?id=1U_xwkkRDzbh5f8PN_KhaDW4rG_Fvb74g 
GUARAREMA|https://drive.google.com/open?id=1thDUmbmrwEmh3OxJkaGC5hb_OjCpH4rD
GUARAREMA|https://drive.google.com/open?id=1SPHiGi6coBSTnLKusZKNOMCCarKm1YDD
GUARAREMA|https://drive.google.com/open?id=1vo6Uz3U8aNrhvlzhHrgTSop2hx5cGglz
GUARAREMA|https://drive.google.com/open?id=1Wdo-KARH1C-heU9UlpNJR4f8dV5xmFAH
GUARAREMA|https://drive.google.com/open?id=1EEyS6u08RwgPWi1o3YkudPqVaNbm-hdh
GUARAREMA|https://drive.google.com/open?id=1mfJymQOVP9YdQhMqUo6Xt8FlE9ia1ueJ
GUARAREMA|https://drive.google.com/open?id=1Jbu9TAOcHuCM0Fct3aExtrBTUtRp10Mf , https://drive.google.com/open?id=19iJtbmEY27qcXQIsZHLJgHYmpPW6V2LE 
GUARAREMA|https://drive.google.com/open?id=1u0K-4cKziF6763dxp-26ZkgjJg4r_vpU , https://drive.google.com/open?id=19cDpAUSTzQBrDhZeDmfs1LDOo8i6u5n3 
GUARAREMA|https://drive.google.com/open?id=1DZLcSMjprKTlPZ3ghq6kQLc2JSccIQ_D
GUARAREMA|https://drive.google.com/open?id=1x8YVPbc1Q3Qz1o7HWxVaSMFDWoiTnKoK
GUARAREMA|https://drive.google.com/open?id=1v7VY5Tl2PdNjXB607XHY4fbn8vq66wVW
GUARAREMA|https://drive.google.com/open?id=1IfIUWcBVWHG-sdKGh40dOl2rUzHuIGHv
