name|title|url
Reflexões do Filósofo (de rua)|Paraíso verde|http://www.reflexoesdofilosofo.blog.br/2022/08/paraiso-verde.html
Reflexões do Filósofo (de rua)|Fontes iniciais da filosofia analítica|http://www.reflexoesdofilosofo.blog.br/2022/07/fontes-iniciais-da-filosofia-analitica.html
Reflexões do Filósofo (de rua)|Do nome à descrição definida dele|http://www.reflexoesdofilosofo.blog.br/2022/07/do-nome-descricao-definida-dele.html
Reflexões do Filósofo (de rua)|Segunda problema|http://www.reflexoesdofilosofo.blog.br/2022/06/segunda-problema.html
Reflexões do Filósofo (de rua)|unidade semântica|http://www.reflexoesdofilosofo.blog.br/2022/06/unidade-semantica.html
Reflexões do Filósofo (de rua)|Referência Indireta e Humanidade|http://www.reflexoesdofilosofo.blog.br/2022/06/referencia-indireta-e-humanidade.html
Reflexões do Filósofo (de rua)|Valor Cognitivo (by Frege)|http://www.reflexoesdofilosofo.blog.br/2022/05/valor-cognitivo-by-frege.html
Reflexões do Filósofo (de rua)|O problema de Frege|http://www.reflexoesdofilosofo.blog.br/2022/05/o-problema-de-frege.html
Reflexões do Filósofo (de rua)|Além da referência, o sentido|http://www.reflexoesdofilosofo.blog.br/2022/05/alem-da-referencia-o-sentido.html
Reflexões do Filósofo (de rua)|Sentido e Ref. - Frege|http://www.reflexoesdofilosofo.blog.br/2022/05/sentido-e-ref-frege.html
Reflexões do Filósofo (de rua)|Frege, filósofo da linguagem?|http://www.reflexoesdofilosofo.blog.br/2022/04/frege-filosofo-da-linguagem.html
Reflexões do Filósofo (de rua)|A nossa teoria sobre como o mundo é|http://www.reflexoesdofilosofo.blog.br/2022/04/a-nossa-teoria-sobre-como-o-mundo-e.html
Reflexões do Filósofo (de rua)|A pedra fundadora da sociologia da ciência|http://www.reflexoesdofilosofo.blog.br/2022/04/a-pedra-fundadora-da-sociologia-da.html
Reflexões do Filósofo (de rua)|Níveis de processamento linguístico|http://www.reflexoesdofilosofo.blog.br/2022/02/niveis-de-processamento-linguistico.html
Reflexões do Filósofo (de rua)|Introdução ao processamento de linguagem natural|http://www.reflexoesdofilosofo.blog.br/2022/01/introducao-ao-processamento-de.html
Reflexões do Filósofo (de rua)|O Antropoceno e a nossa visão de mundo|http://www.reflexoesdofilosofo.blog.br/2022/01/o-antropoceno-e-nossa-visao-de-mundo.html
Reflexões do Filósofo (de rua)|Base física do efeito estufa e aquecimento global|http://www.reflexoesdofilosofo.blog.br/2022/01/base-fisica-do-efeito-estufa-e.html
Reflexões do Filósofo (de rua)|There's only Gaia but Gaia is not One|http://www.reflexoesdofilosofo.blog.br/2021/12/theres-only-gaia-but-gaia-is-not-one.html
Reflexões do Filósofo (de rua)|Químicos orgânicos em Marte|http://www.reflexoesdofilosofo.blog.br/2021/12/quimicos-organicos-em-marte.html
Reflexões do Filósofo (de rua)|Cidade*|http://www.reflexoesdofilosofo.blog.br/2021/12/cidade.html
Reflexões do Filósofo (de rua)|If you see something say something|http://www.reflexoesdofilosofo.blog.br/2021/11/if-you-see-something-say-something.html
Reflexões do Filósofo (de rua)|Seita do aquecimento|http://www.reflexoesdofilosofo.blog.br/2021/11/seita-do-aquecimento.html
Reflexões do Filósofo (de rua)|Um debate sobre privacidade e segurança a partir dos vazamentos de Snowden|http://www.reflexoesdofilosofo.blog.br/2021/11/um-debate-sobre-privacidade-e-seguranca.html
Reflexões do Filósofo (de rua)|Notas sobre Ockham|http://www.reflexoesdofilosofo.blog.br/2021/11/notas-sobre-ockham.html
Reflexões do Filósofo (de rua)|A identidade de Vênus, segundo Frege|http://www.reflexoesdofilosofo.blog.br/2021/11/a-identidade-de-venus-segundo-frege.html
Reflexões do Filósofo (de rua)|Dataficação da vida|http://www.reflexoesdofilosofo.blog.br/2021/10/dataficacao-da-vida.html
Reflexões do Filósofo (de rua)|IA na base da antítese homem-máquina|http://www.reflexoesdofilosofo.blog.br/2021/10/ia-na-base-da-antitese-homem-maquina.html
Reflexões do Filósofo (de rua)|/\(?eu [-|=>]>? \(?tecnologia\)? [-|=>]>? \(?-? ?mundo\)?/gm*|http://www.reflexoesdofilosofo.blog.br/2021/10/eu-tecnologia-mundogm.html
Reflexões do Filósofo (de rua)|A incudora técnica: uma crítica ao humanismo|http://www.reflexoesdofilosofo.blog.br/2021/10/a-incudora-tecnica-uma-critica-ao.html
Reflexões do Filósofo (de rua)|Pós-verdade?|http://www.reflexoesdofilosofo.blog.br/2021/10/pos-verdade.html
Reflexões do Filósofo (de rua)|Kant, Hegel, Marx - Anotações|http://www.reflexoesdofilosofo.blog.br/2021/09/kant-hegel-marx-anotacoes.html
Reflexões do Filósofo (de rua)|A mão que liberta, lidera. Mas, até quando?|http://www.reflexoesdofilosofo.blog.br/2021/09/a-mao-que-liberta-lidera-mas-ate-quando.html
Reflexões do Filósofo (de rua)|Um vírus|http://www.reflexoesdofilosofo.blog.br/2021/09/um-virus.html
Reflexões do Filósofo (de rua)|Pedagogia do Oprimido - Prefácio #pf100|http://www.reflexoesdofilosofo.blog.br/2021/09/pedagogia-do-oprimido-prefacio-pf100.html
Reflexões do Filósofo (de rua)|Ciborgues e "espécies companheiras" contra a hegemonia do homem tradicional-liberal|http://www.reflexoesdofilosofo.blog.br/2021/09/ciborgues-e-especies-companheiras.html
Reflexões do Filósofo (de rua)|Materialidade e sociedade: tendências sociotécnicas em tecnologias móveis|http://www.reflexoesdofilosofo.blog.br/2021/09/materialidade-e-sociedade-tendencias.html
Reflexões do Filósofo (de rua)|O tema do Regresso da Alma em Agostinho|http://www.reflexoesdofilosofo.blog.br/2021/09/o-tema-do-regresso-da-alma-em-agostinho.html
Reflexões do Filósofo (de rua)|Democracia Tecnológica|http://www.reflexoesdofilosofo.blog.br/2021/08/democracia-tecnologica.html
Reflexões do Filósofo (de rua)|Mediação e sua ausência|http://www.reflexoesdofilosofo.blog.br/2021/08/mediacao-e-sua-ausencia.html
Reflexões do Filósofo (de rua)|A máquina como construção social|http://www.reflexoesdofilosofo.blog.br/2021/07/a-maquina-como-construcao-social.html
Reflexões do Filósofo (de rua)|Essência Tecnológica|http://www.reflexoesdofilosofo.blog.br/2021/07/essencia-tecnologica.html
Reflexões do Filósofo (de rua)|Primeiro se concebe com a mente|http://www.reflexoesdofilosofo.blog.br/2021/07/primeiro-se-concebe-com-mente.html
Reflexões do Filósofo (de rua)|Em busca do método mais eficaz|http://www.reflexoesdofilosofo.blog.br/2021/07/em-busca-do-metodo-mais-eficaz.html
Reflexões do Filósofo (de rua)|Em face da “era tecnológica”|http://www.reflexoesdofilosofo.blog.br/2021/07/em-face-da-era-tecnologica.html
Reflexões do Filósofo (de rua)|Catálogo de autores da Filosofia da Tecnologia - primeira lista|http://www.reflexoesdofilosofo.blog.br/2021/07/catalogo-de-autores-da-filosofia-da.html
Reflexões do Filósofo (de rua)|Renascimento - um parênteses na história|http://www.reflexoesdofilosofo.blog.br/2021/07/renascimento-um-parenteses-na-historia.html
Reflexões do Filósofo (de rua)|Sobre a evolução científica da antiguidade ao renascimento|http://www.reflexoesdofilosofo.blog.br/2021/07/sobre-evolucao-cientifica-da.html
Reflexões do Filósofo (de rua)|Sobre relações tecnológicas|http://www.reflexoesdofilosofo.blog.br/2021/06/sobre-relacoes-tecnologicas.html
Reflexões do Filósofo (de rua)|Fuja!|http://www.reflexoesdofilosofo.blog.br/2021/06/fuja.html
Reflexões do Filósofo (de rua)|Lewis Mumford e a visão histórica da tecnologia|http://www.reflexoesdofilosofo.blog.br/2021/06/lewis-mumford-e-visao-historica-da.html
Reflexões do Filósofo (de rua)|Sobre uma era tecnológica que sempre exisitiu|http://www.reflexoesdofilosofo.blog.br/2021/06/sobre-uma-era-tecnologica-que-sempre.html
Reflexões do Filósofo (de rua)|Tecnomedo|http://www.reflexoesdofilosofo.blog.br/2021/06/tecnomedo.html
Reflexões do Filósofo (de rua)|O Critério Renascentista da Verdade, a visão direta|http://www.reflexoesdofilosofo.blog.br/2021/06/o-criterio-renascentista-da-verdade.html
Reflexões do Filósofo (de rua)|Filosofia além do tempo|http://www.reflexoesdofilosofo.blog.br/2021/06/filosofia-alem-do-tempo.html
Reflexões do Filósofo (de rua)|Sobre a relação imanente entre univocidade técnica e multiplicidade tecnológica|http://www.reflexoesdofilosofo.blog.br/2021/05/sobre-relacao-imanente-entre.html
Reflexões do Filósofo (de rua)|Apropriação|http://www.reflexoesdofilosofo.blog.br/2021/05/apropriacao.html
Reflexões do Filósofo (de rua)|Para uma educação técnica, que compreenda a evolução do objeto|http://www.reflexoesdofilosofo.blog.br/2021/05/para-uma-educacao-tecnica.html
Reflexões do Filósofo (de rua)|O projeto que transforma a realidade material|http://www.reflexoesdofilosofo.blog.br/2021/05/o-projeto-que-transforma-realidade.html
Reflexões do Filósofo (de rua)|Primeiro se crê, depois se prova que há razão em crer|http://www.reflexoesdofilosofo.blog.br/2021/05/primeiro-se-cre-depois-se-prova-que-ha.html
Reflexões do Filósofo (de rua)|Sobre o útero máquina|http://www.reflexoesdofilosofo.blog.br/2021/05/sobre-o-utero-maquina.html
Reflexões do Filósofo (de rua)|Quando a técnica extrapola seu valor moral|http://www.reflexoesdofilosofo.blog.br/2021/04/quando-tecnica-extrapola-seu-valor-moral.html
Reflexões do Filósofo (de rua)|Tecnologia, um dilema|http://www.reflexoesdofilosofo.blog.br/2021/04/tecnologia-um-dilema.html
Reflexões do Filósofo (de rua)|Para uma filosofia da tecnologia autêntica|http://www.reflexoesdofilosofo.blog.br/2021/04/para-uma-filosofia-da-tecnologia.html
Reflexões do Filósofo (de rua)|Causalidade, acaso e necessidade em Aristóteles|http://www.reflexoesdofilosofo.blog.br/2021/04/causalidade-acaso-e-necessidade-em.html
Reflexões do Filósofo (de rua)|Uma visão otimista da filosofia da tecnologia|http://www.reflexoesdofilosofo.blog.br/2021/04/uma-visao-otimista-da-filosofia-da.html
Reflexões do Filósofo (de rua)|Breve olhar de Heidegger sobre a técnica|http://www.reflexoesdofilosofo.blog.br/2021/04/breve-olhar-de-heidegger-sobre-tecnica.html
Reflexões do Filósofo (de rua)|A era tecnológica como ideologia|http://www.reflexoesdofilosofo.blog.br/2021/04/a-era-tecnologica-como-ideologia.html
Reflexões do Filósofo (de rua)|A matemática e a metafísica grega|http://www.reflexoesdofilosofo.blog.br/2021/04/a-matematica-e-metafisica-grega.html
Reflexões do Filósofo (de rua)|Em busca das práticas focais|http://www.reflexoesdofilosofo.blog.br/2021/03/em-busca-das-praticas-focais.html
Reflexões do Filósofo (de rua)|As circunstâncias da vida|http://www.reflexoesdofilosofo.blog.br/2021/03/as-circunstancias-da-vida.html
Reflexões do Filósofo (de rua)|O homem maravilhado|http://www.reflexoesdofilosofo.blog.br/2021/03/o-homem-maravilhado.html
Reflexões do Filósofo (de rua)|Girando em torno da metafísica|http://www.reflexoesdofilosofo.blog.br/2021/03/girando-em-torno-da-metafisica.html
Reflexões do Filósofo (de rua)|Elogio da Técnica|http://www.reflexoesdofilosofo.blog.br/2021/03/elogio-da-tecnica.html
Reflexões do Filósofo (de rua)|O despertar de um sono profundamente dogmático|http://www.reflexoesdofilosofo.blog.br/2021/03/o-despertar-de-um-sono-profundamente.html
Reflexões do Filósofo (de rua)|Catálogo tecnológico|http://www.reflexoesdofilosofo.blog.br/2021/03/catalogo-tecnologico.html
Reflexões do Filósofo (de rua)|Uma introdução ao pensamento de Álvaro Vieira Pinto|http://www.reflexoesdofilosofo.blog.br/2021/03/uma-introducao-ao-pensamento-de-alvaro.html
Reflexões do Filósofo (de rua)|Ciência, técnica e realidade|http://www.reflexoesdofilosofo.blog.br/2021/03/ciencia-tecnica-e-realidade.html
Reflexões do Filósofo (de rua)|Do "creatio ex nihilo" ao "reductio at nihil"|http://www.reflexoesdofilosofo.blog.br/2021/03/do-creatio-ex-nihilo-ao-reductio-at.html
Reflexões do Filósofo (de rua)|O que você tem na mão?|http://www.reflexoesdofilosofo.blog.br/2021/02/o-que-voce-tem-na-mao.html
Reflexões do Filósofo (de rua)|Curto panorama da Filosofia da Tecnologia|http://www.reflexoesdofilosofo.blog.br/2021/02/curto-panorama-da-filosofia-da.html
Reflexões do Filósofo (de rua)|Filosofia da Tecnologia: três enfoques|http://www.reflexoesdofilosofo.blog.br/2021/02/filosofia-da-tecnologia-tres-enfoques.html
Reflexões do Filósofo (de rua)|Introdução panorâmica à filosofia e sociologia da ciência do século XX|http://www.reflexoesdofilosofo.blog.br/2021/02/introducao-panoramica-filosofia-e.html
Reflexões do Filósofo (de rua)|Aufbau|http://www.reflexoesdofilosofo.blog.br/2021/02/aufbau.html
Reflexões do Filósofo (de rua)|A disseminação da atitude científica pelo Círculo de Viena|http://www.reflexoesdofilosofo.blog.br/2021/02/a-disseminacao-da-atitude-cientifica.html
Reflexões do Filósofo (de rua)|Behaviorismo de Skinner[i]|http://www.reflexoesdofilosofo.blog.br/2021/02/behaviorismo-de-skinneri.html
Reflexões do Filósofo (de rua)|A mente algorítmica|http://www.reflexoesdofilosofo.blog.br/2021/02/a-mente-algoritmica.html
Reflexões do Filósofo (de rua)|A solução da terceira antinomia na Crítica da razão pura[i]|http://www.reflexoesdofilosofo.blog.br/2021/01/a-solucao-da-terceira-antinomia-na.html
Reflexões do Filósofo (de rua)|Kant, Kant, Kant|http://www.reflexoesdofilosofo.blog.br/2021/01/kant-kant-kant.html
Reflexões do Filósofo (de rua)|A queda: quando o sujeito se torna interlocutor.|http://www.reflexoesdofilosofo.blog.br/2021/01/a-queda-quando-o-sujeito-se-torna.html
Reflexões do Filósofo (de rua)|Sentido de uma vida incrédula|http://www.reflexoesdofilosofo.blog.br/2020/12/sentido-de-uma-vida-incredula.html
Reflexões do Filósofo (de rua)|Sobre a plasticidade cerebral e outros princípios de seu funcionamento interno|http://www.reflexoesdofilosofo.blog.br/2020/12/sobre-plasticidade-cerebral-e-outros.html
Reflexões do Filósofo (de rua)|Informação gödeliana anti-IA|http://www.reflexoesdofilosofo.blog.br/2020/12/informacao-godeliana-anti-ia.html
Reflexões do Filósofo (de rua)|Quine e os problemas do positivismo lógico*|http://www.reflexoesdofilosofo.blog.br/2020/11/quine-e-os-problemas-do-positivismo.html
Reflexões do Filósofo (de rua)|O programa do positivismo lógico [i]|http://www.reflexoesdofilosofo.blog.br/2020/10/o-programa-do-positivismo-logico-i.html
Reflexões do Filósofo (de rua)|Meu ego|http://www.reflexoesdofilosofo.blog.br/2020/10/meu-ego.html
Reflexões do Filósofo (de rua)|Linguagem Referencial|http://www.reflexoesdofilosofo.blog.br/2020/10/linguagem-referencial.html
Reflexões do Filósofo (de rua)|Wittgenstein: o paradigma e os usos empírico e analógico[i]|http://www.reflexoesdofilosofo.blog.br/2020/09/wittgenstein-o-paradigma-e-os-usos.html
Reflexões do Filósofo (de rua)|Wittgenstein e a teoria da figuração|http://www.reflexoesdofilosofo.blog.br/2020/09/wittgenstein-e-teoria-da-figuracao.html
Reflexões do Filósofo (de rua)|Trazendo a segunda pessoa para o debate|http://www.reflexoesdofilosofo.blog.br/2020/09/trazendo-segunda-pessoa-para-o-debate.html
Reflexões do Filósofo (de rua)|Muita live|http://www.reflexoesdofilosofo.blog.br/2020/09/muita-live.html
Reflexões do Filósofo (de rua)| A religião é a merda do povo|http://www.reflexoesdofilosofo.blog.br/2020/08/a-religiao-e-merda-do-povo.html
Reflexões do Filósofo (de rua)|O mistério das coisas|http://www.reflexoesdofilosofo.blog.br/2020/08/o-misterio-das-coisas.html
Reflexões do Filósofo (de rua)|Guia introdutório ao pensamento kantiano[i]|http://www.reflexoesdofilosofo.blog.br/2020/07/guia-introdutorio-ao-pensamento.html
Reflexões do Filósofo (de rua)|A Filosofia e o conceito|http://www.reflexoesdofilosofo.blog.br/2020/07/a-filosofia-e-o-conceito.html
Reflexões do Filósofo (de rua)|Quebrar as máquinas|http://www.reflexoesdofilosofo.blog.br/2020/07/quebrar-as-maquinas.html
Reflexões do Filósofo (de rua)|A crença primordial na realidade do mundo[i]|http://www.reflexoesdofilosofo.blog.br/2020/06/a-crenca-primordial-na-realidade-do.html
Reflexões do Filósofo (de rua)|Livre direito de manifestação|http://www.reflexoesdofilosofo.blog.br/2020/06/livre-direito-de-manifestacao.html
Reflexões do Filósofo (de rua)|Inteligência Artificial: o caminho da representação cognitiva ao dinamismo do Dasein[i]|http://www.reflexoesdofilosofo.blog.br/2020/06/ia-do-representacao-cognitiva-ao.html
Reflexões do Filósofo (de rua)|O MITO DE DESCARTES[i]|http://www.reflexoesdofilosofo.blog.br/2020/05/o-mito-de-descartes-doutrina-oficial.html
Reflexões do Filósofo (de rua)|Mente gorda ou mente magra?|http://www.reflexoesdofilosofo.blog.br/2020/05/mente-gorda-ou-mente-magra.html
Reflexões do Filósofo (de rua)|Psicologia Popular*|http://www.reflexoesdofilosofo.blog.br/2020/05/psicologia-popular.html
Reflexões do Filósofo (de rua)|Introdução à intencionalidade em Searle[i]|http://www.reflexoesdofilosofo.blog.br/2020/04/introducao-intencionalidade-em-searlei.html
Reflexões do Filósofo (de rua)|Investigação da mente: evolução e intencionalidade[i]|http://www.reflexoesdofilosofo.blog.br/2020/04/investigacao-da-mente-evolucao-e.html
Reflexões do Filósofo (de rua)|Xô coronga|http://www.reflexoesdofilosofo.blog.br/2020/04/xo-coronga.html
Reflexões do Filósofo (de rua)|A consciência subjetiva é parte da realidade*|http://www.reflexoesdofilosofo.blog.br/2020/04/a-consciencia-subjetiva-e-parte-da.html
Reflexões do Filósofo (de rua)|Nunca fomos tão burgueses|http://www.reflexoesdofilosofo.blog.br/2020/04/nunca-fomos-tao-burgueses.html
