authors|url
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Dilma'}, {'author': 'Jose Simao'}], 'theme': 'Copa do Mundo', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-06-16_Vai_tomar_no_cú.pdf
{'authors': [{'author': 'Luisito'}, {'author': 'FIFA'}], 'theme': 'Soccer', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-06-28_A_Dama_e_o_vagabundo.pdf
{'authors': [{'author': 'Lívia'}, {'author': 'Luis Quissak'}], 'theme': 'Futebol', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-07-16_Em_um_boteco_real_de_copacabana.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Dinheiro', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-08-02_Dinheiro.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Reverberação', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-08-23_Reverberação.pdf
{'authors': [{'author': 'Marx'}, {'author': 'Horkheimer'}, {'author': 'Luis Quissak'}], 'theme': 'O valor da teoria marxista', 'philosophical area': 'teoria marxista'}|gs://blog-files-2024/all/pdf2/2014-08-28_O_valor_da_teoria_marxista.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Vida, Condição Humana, Desigualdade, Injustiça', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-08-31_Série_3_perguntas,_eu_respondo..pdf
{'authors': [{'author': 'Bergman'}, {'author': 'Karin'}, {'author': 'Pedro'}, {'author': 'Luis Quissak'}], 'theme': 'family', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-09-21_Há_muito_por_fazer.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Freud'}], 'theme': 'Patologia', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-09-26_Patologia.pdf
{'authors': [{'author': 'Vaihinger'}, {'author': 'Kepler'}, {'author': 'Newton'}, {'author': 'Popper'}, {'author': 'Kant'}, {'author': 'Leibniz'}, {'author': 'Sartre'}, {'author': 'Freud'}, {'author': 'Luis Quissak'}], 'theme': 'ficção', 'philosophical area': 'Epistemologia'}|gs://blog-files-2024/all/pdf2/2014-09-28_Um_pouco_de_ficção.pdf
{'authors': [{'author': 'Aristóteles'}, {'author': 'Platão'}, {'author': 'Sócrates'}, {'author': 'Parmênides'}, {'author': 'Heráclito'}, {'author': 'Santo Agostinho'}, {'author': 'São Tomás'}, {'author': 'Ockham'}, {'author': 'Descartes'}, {'author': 'Bacon'}, {'author': 'Leibniz'}, {'author': 'Hume'}, {'author': 'Kant'}, {'author': 'Hegel'}, {'author': 'Rousseau'}, {'author': 'Hobbes'}, {'author': 'Husserl'}, {'author': 'Peirce'}, {'author': 'Sartre'}, {'author': 'Marx'}], 'theme': 'alienação', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-10-08_Marx_para_jovens..pdf
{'authors': [{'author': 'Charles Chaplin'}, {'author': 'Luis Quissak'}], 'theme': 'capitalism', 'philosophical area': 'marxism'}|gs://blog-files-2024/all/pdf2/2014-10-10_Few_words_about_marxism.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'language', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-10-11_Engatinhando_na_linguagem,_filosoficamente.pdf
{'authors': [{'author': 'Mauthner'}, {'author': 'Kant'}], 'theme': 'Mauthner e o mundo fenomênico', 'philosophical area': 'Pragmatismo'}|gs://blog-files-2024/all/pdf2/2014-10-19_Mauthner_e_o_mundo_fenomênico.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Corrupção', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-11-04_Corrupção.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Mídia', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-11-15_Mídia.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Life and Death', 'philosophical area': 'Metaphysics'}|gs://blog-files-2024/all/pdf2/2014-11-20_Um.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Nietzsche'}, {'author': 'Mauthner'}, {'author': 'Russell'}, {'author': 'Borges'}], 'theme': 'The Library of Babel', 'philosophical area': 'cosmology'}|gs://blog-files-2024/all/pdf2/2014-11-21_A_Biblioteca_de_Babel.pdf
{'authors': [{'author': 'Adorno'}, {'author': 'Luis Quissak'}], 'theme': 'A filosofia e os professores sob o olhar de Adorno', 'philosophical area': 'filosofia'}|gs://blog-files-2024/all/pdf2/2014-12-17_A_filosofia_e_os_professores_sob_o_olhar_de_Adorno.pdf
{'authors': [{'author': 'Trio Virgulino'}, {'author': 'Luis Quissak'}], 'theme': 'Arte popular', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-12-18_Arte_popular.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Elasticidade', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-12-20_Elasticidade.pdf
{'authors': [{'author': 'Žižek'}], 'theme': 'real', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2014-12-30_A_questão_não_é_que_o_real_seja_impossível,_mas_que_o_impossível_é_real_.pdf
{'authors': [{'author': 'Pierre Bourdieu'}], 'theme': 'Capital Cultural', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-01-06_Colocando_água_no_capital_cultural_.pdf
{'authors': [{'author': 'Leonardo Boff'}, {'author': 'Sartre'}, {'author': 'Maome'}, {'author': 'Charlie'}], 'theme': 'Liberdade de expressão', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-01-10_Je_suis_Charlie_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'O sistema e eu', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-01-24_O_sistema_e_eu.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Descartes'}], 'theme': 'Intuição e Sensação', 'philosophical area': 'Epistemologia'}|gs://blog-files-2024/all/pdf2/2015-02-22_Intuição_e_Sensação.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'O direito de não ter e não fazer', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-02-28_O_direito_de_não_ter_e_não_fazer.pdf
{'authors': [{'author': 'Marilena Chauí'}, {'author': 'Marcelo Coelho'}, {'author': 'Lukács'}], 'theme': 'Ideologia e Educação', 'philosophical area': 'Marxismo'}|gs://blog-files-2024/all/pdf2/2015-03-12_Ideologia_e_Educação.pdf
{'authors': [{'author': 'Pereira'}, {'author': 'Nietzsche'}, {'author': 'Freud'}, {'author': 'Hannah Arendt'}, {'author': 'Marcelo Ricardo Pereira'}], 'theme': 'The authority of the teacher in the contemporary world', 'philosophical area': 'Political philosophy, Sociology of education, Philosophy of education'}|gs://blog-files-2024/all/pdf2/2015-03-29_Mestre_Provisório_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Pessoas perfeitas', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-04-04_Pessoas_perfeitas.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Lacan'}, {'author': 'Voltolini'}], 'theme': 'O uso da Razão permitiu ao homem criar objetos para superar os limites da Natureza.', 'philosophical area': 'psicanálise'}|gs://blog-files-2024/all/pdf2/2015-04-05_Contra_EAD._Uma_análise_no_uso_das_tecnologias_na_relação_sujeito-objeto,_ou,_pr.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Husserl'}], 'theme': 'Intuição e dedução', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-04-07_Intuição_e_dedução.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Infinito', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-04-11_Infinito.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Resenha das Orientações Curriculares para o Ensino Médio, ano 2006.', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-04-15_Resenha_das_Orientações_Curriculares_para_o_Ensino_Médio,_ano_2006..pdf
{'authors': [{'author': 'Husserl'}, {'author': 'Sartre'}, {'author': 'Luis Quissak'}], 'theme': 'The relationship between consciousness and the world', 'philosophical area': 'Phenomenology'}|gs://blog-files-2024/all/pdf2/2015-04-18_Bicho_Homem.pdf
{'authors': [{'author': 'Husserl'}, {'author': 'Sartre'}, {'author': 'Marcus Sacrini'}], 'theme': 'Movimento Fenomenológico', 'philosophical area': 'Filosofia'}|gs://blog-files-2024/all/pdf2/2015-04-24_Movimento_Fenomenológico_.pdf
{'authors': [{'author': 'Perrenoud'}, {'author': 'Luis Quissak'}], 'theme': 'Didática', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-05-01_Aula_de_Didática_.pdf
{'authors': [{'author': 'Giannotti'}, {'author': 'Rousseau'}, {'author': 'Sartre'}], 'theme': 'Distanciamento e intimidade com o mundo', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-05-06_Distanciamento_e_intimidade_com_o_mundo_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'The search for meaning and the nature of existence', 'philosophical area': 'Existentialism'}|gs://blog-files-2024/all/pdf2/2015-05-09_Do_buraco_a_filosofia_saiu_e_no_buraco_ela_ficou.pdf
{'authors': [{'author': 'Aristoteles'}, {'author': 'Kant'}, {'author': 'Luis Quissak'}], 'theme': 'religião', 'philosophical area': 'metafisica'}|gs://blog-files-2024/all/pdf2/2015-05-19_Breve_comentário_sobre_a_religião.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Ciência do pensamento', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-05-22_Ciência_do_pensamento.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Dificuldades', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-05-23_Dificuldades.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Philosophy', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-06-19_A_Filosofia_como_objeto.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'death', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-06-27_A_Morte.pdf
{'authors': [{'author': 'Meirieu'}, {'author': 'Khun'}, {'author': 'Luis Quissak'}], 'theme': 'A necessidade da filosofia', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-07-10_A_necessidade_da_filosofia.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'pseudo análise social', 'philosophical area': 'marxismo embrionário'}|gs://blog-files-2024/all/pdf2/2015-07-14_Dois_condicionantes_para_uma_pseudo_análise_social.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Schopenhauer'}, {'author': 'Hume'}, {'author': 'Kant'}, {'author': 'Copérnico'}, {'author': 'Galileu'}, {'author': 'Newton'}, {'author': 'Ernst Mach'}], 'theme': 'Como economizar energia mental', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-07-18_Como_economizar_energia_mental_.pdf
{'authors': [{'author': 'Hume'}, {'author': 'Copérnico'}, {'author': 'Newton'}, {'author': 'Luís'}, {'author': 'Carlos Alberto Ribeiro de Moura'}], 'theme': 'Crença cética', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-07-22_Crença_cética_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Lixo', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-07-29_Lixo.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Hitler'}], 'theme': 'The nature of voice and communication', 'philosophical area': 'Philosophy of language'}|gs://blog-files-2024/all/pdf2/2015-08-01_Fala_que_eu_te_escuto.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'O princípio de nossas ações', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-08-12_O_princípio_de_nossas_ações.pdf
{'authors': [{'author': 'Hume'}, {'author': 'Descartes'}, {'author': 'Luis Quissak'}], 'theme': 'Empirismo lógico', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-08-17_Empirismo_lógico_.pdf
{'authors': [{'author': 'Hume'}, {'author': 'Lorde Bacon'}, {'author': 'Sir Isaac Newton'}, {'author': 'Laurent JAFFRO'}, {'author': 'Monique LABRUNE'}], 'theme': 'Ceticismo alegre e modesto', 'philosophical area': 'filosofia'}|gs://blog-files-2024/all/pdf2/2015-08-26_Ceticismo_alegre_e_modesto_.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'J.J. Rousseau'}], 'theme': 'Camadas de artificialidade', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-08-29_Camadas_de_artificialidade.pdf
{'authors': [{'author': 'Freud'}, {'author': 'Althusser'}, {'author': 'Marx'}, {'author': 'Luis Quissak'}], 'theme': 'Desconstruindo o sujeito', 'philosophical area': 'filosofia'}|gs://blog-files-2024/all/pdf2/2015-09-09_Desconstruindo_o_sujeito_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Communication', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-09-13_Bando_de_loucos.pdf
{'authors': [{'author': 'R. Jakobson'}, {'author': 'Lévi-Strauss'}, {'author': 'J. Lacan'}, {'author': 'M. Foucault'}, {'author': 'L. Althusser'}, {'author': 'R. Barthes'}, {'author': 'Saussure'}, {'author': 'Lacan'}, {'author': 'Althusser'}, {'author': 'Gilles Deleuze'}], 'theme': 'estruturalismo', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-09-13_Como_reconhecer_o_estruturalismo_.pdf
{'authors': [{'author': 'Husserl'}, {'author': 'Hume'}, {'author': 'Luis Quissak'}], 'theme': 'A fenomenologia e a guinada transcendental', 'philosophical area': 'filosofia'}|gs://blog-files-2024/all/pdf2/2015-10-04_A_fenomenologia_e_a_guinada_transcendental_.pdf
{'authors': [{'author': 'Descartes'}, {'author': 'Platão'}, {'author': 'Hume'}, {'author': 'Habermas'}], 'theme': 'Hume anti cartesiano', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-10-04_Hume_anti_cartesiano_.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Sartre'}, {'author': 'Marx'}], 'theme': 'Política sem sujeito', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-10-08_Política_sem_sujeito.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Limpeza de terreno', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-10-09_Limpeza_de_terreno.pdf
{'authors': [{'author': 'Luis Althusser'}, {'author': 'Marx'}], 'theme': 'Sobre a reprodução das condições de produção', 'philosophical area': 'Marxista-leninista'}|gs://blog-files-2024/all/pdf2/2015-10-12_AIE_Escola_.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Heráclito'}], 'theme': 'Dri', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-10-15_Dri.pdf
{'authors': [{'author': 'Hume'}, {'author': 'Gérard Lebrun'}], 'theme': 'Hume e a teoria das probabilidades', 'philosophical area': 'probabilística'}|gs://blog-files-2024/all/pdf2/2015-10-19_Hume_e_a_teoria_das_probabilidades.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Depurando o sujeito', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-10-26_Depurando_o_sujeito.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Reflexões do Filósofo (de rua)', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-11-17_Considerações_sobre_esse_blog.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'values', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-11-21_Nossos_valores.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Sarah'}, {'author': 'Mil Platôs'}], 'theme': 'O que queremos realmente nesse mundo?', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-12-11_Sarah_e_o_devir_besouro_.pdf
{'authors': [{'author': 'Deleuze'}, {'author': 'Guattari'}, {'author': 'Vladimir Safatle'}], 'theme': 'Capitalismo e Esquizofrenia', 'philosophical area': 'filosofia da história'}|gs://blog-files-2024/all/pdf2/2015-12-18_D&G_.pdf
{'authors': [{'author': 'Platão'}, {'author': 'Sócrates'}], 'theme': 'Teoria do Conhecimento', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-12-26_Platão_à_guisa_de_introdução.pdf
{'authors': [{'author': 'Espinosa'}, {'author': 'Luis Quissak'}], 'theme': 'utilidade humana', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2015-12-27_Da_noção_de_utilidade_humana_.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Nietzsche'}], 'theme': 'Reclusão de fim de ano', 'philosophical area': 'eterno retorno'}|gs://blog-files-2024/all/pdf2/2015-12-31_Reclusão_de_fim_de_ano.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Saussure'}, {'author': 'Kant'}, {'author': 'Lacan'}, {'author': 'Deleuze'}], 'theme': 'Estruturas inconscientes transcendentes que determinam o homem', 'philosophical area': 'estruturalismo'}|gs://blog-files-2024/all/pdf2/2016-01-09_Estruturas_inconscientes_transcendentes_que_determinam_o_homem_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Minuto de silêncio', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-02-15_Minuto_de_silêncio.pdf
{'authors': [{'author': 'Deleuze'}, {'author': 'Guattari'}, {'author': 'Lukács'}, {'author': 'Lévi-Strauss'}, {'author': 'Saussure'}, {'author': 'Marx'}, {'author': 'Freud'}, {'author': 'Platão'}, {'author': 'Nietzsche'}, {'author': 'Espinosa'}, {'author': 'Vladimir Safatle'}], 'theme': 'Capitalismo e Esquizofrenia', 'philosophical area': 'psicanálise'}|gs://blog-files-2024/all/pdf2/2016-02-18_Projeto_Capitalismo_e_Esquizofrenia_.pdf
{'authors': [{'author': 'Friedrich Nietzsche'}], 'theme': 'The nature of reason and its relation to the world', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-02-21_Tênue_Razão_.pdf
{'authors': [{'author': 'Sócrates'}, {'author': 'Kant'}, {'author': 'Clóvis Barros Filho'}, {'author': 'Eduardo Brandão'}, {'author': 'Schopenhauer'}], 'theme': 'moral kantiana', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-02-23_Pontuando_a_moral_kantiana_.pdf
{'authors': [{'author': 'Searle'}, {'author': 'Luis Quissak'}], 'theme': 'independência entre a mente e o comportamento', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-02-28_Haveria_independência_entre_a_mente_e_o_comportamento__.pdf
{'authors': [{'author': 'Schopenhauer'}, {'author': 'Descartes'}, {'author': 'Foster'}, {'author': 'Frank Jackson'}, {'author': 'David Chalmers'}, {'author': 'Fodor'}, {'author': 'Searle'}, {'author': 'John Foster'}, {'author': 'Jerry Alan Fodor'}], 'theme': 'Dá para desatar o nó do mundo?', 'philosophical area': 'Filosofia da Mente'}|gs://blog-files-2024/all/pdf2/2016-03-04_Dá_para_desatar_o_nó_do_mundo__.pdf
{'authors': [{'author': 'Kant'}, {'author': 'Descartes'}, {'author': 'Leibniz'}, {'author': 'Wolff'}, {'author': 'Hume'}, {'author': 'Alexandre Morujão'}], 'theme': 'Crítica da Razão Pura', 'philosophical area': 'Metafísica'}|gs://blog-files-2024/all/pdf2/2016-03-06_Crítica_da_Razão_Pura_-_Prefácio_da_Tradução_Portuguesa_.pdf
{'authors': [{'author': 'Aristoteles'}, {'author': 'Kant'}, {'author': 'Platao'}, {'author': 'James H. Lesher'}, {'author': 'Marco Zingano'}, {'author': 'Marx'}], 'theme': 'Forma e substancia', 'philosophical area': 'Metafisica'}|gs://blog-files-2024/all/pdf2/2016-03-09_Forma_e_substância_-_um_ensaio_aristotélico_meio_kantiano_.pdf
{'authors': [{'author': 'Aristóteles'}, {'author': 'Copérnico'}, {'author': 'Wolff'}], 'theme': 'Metafísica', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-03-13_Prefácio_da_Segunda_Edição_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Essência verde e amarela', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-03-15_Essência_verde_e_amarela.pdf
{'authors': [{'author': 'Plotino'}, {'author': 'Aristóteles'}, {'author': 'Aubenque'}, {'author': 'Platão'}, {'author': 'Owen'}, {'author': 'Porfírio'}, {'author': 'Dexipo'}, {'author': 'São Tomás'}, {'author': 'Marco Zingano'}], 'theme': 'exegese de Aristóteles', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-04-05_Plotino,_exegeta_de_Aristóteles_.pdf
{'authors': [{'author': 'Fechner'}, {'author': 'Heidelberger'}, {'author': 'Leibniz'}, {'author': 'Descartes'}, {'author': 'Malebranche'}, {'author': 'Espinosa'}, {'author': 'Huygens'}, {'author': 'Mach'}, {'author': 'Osvaldo Pessoa Jr.'}], 'theme': 'paralelismo psicofísico', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-04-08_Notas_sobre_o_paralelismo_psicofísico_.pdf
{'authors': [{'author': 'Kant, Immanuel'}], 'theme': 'Transição da Metafísica dos Costumes para a Crítica da Razão Prática', 'philosophical area': 'filosofia prática'}|gs://blog-files-2024/all/pdf2/2016-04-21_Transição_da_Metafísica_dos_Costumes_para_a_Crítica_da_Razão_Prática_Pura_.pdf
{'authors': [{'author': 'Descartes'}, {'author': 'Locke'}, {'author': 'Merleau Ponty'}, {'author': 'Osvaldo Pessoa Jr.'}], 'theme': 'Mundo sem qualidades', 'philosophical area': 'Filosofia das Ciências Neurais'}|gs://blog-files-2024/all/pdf2/2016-04-23_Mundo_sem_qualidades_.pdf
{'authors': [{'author': 'Chalmers'}, {'author': 'Henry Levine'}, {'author': 'Steven Weinberg'}, {'author': 'Frank Jackson'}, {'author': 'Pessoa'}, {'author': 'Shannon'}], 'theme': 'A informação como lei da consciência', 'philosophical area': 'Filosofia da mente'}|gs://blog-files-2024/all/pdf2/2016-05-23_A_informação_como_lei_da_consciência_.pdf
{'authors': [{'author': 'Descartes'}, {'author': 'Port-Royal'}, {'author': 'Huxley'}, {'author': 'Tomas Henry'}], 'theme': 'Sobre a molécula ideagênica produtora de consciência', 'philosophical area': 'Filosofia das Ciências Neurais'}|gs://blog-files-2024/all/pdf2/2016-05-27_Sobre_a_molécula_ideagênica_produtora_de_consciência_.pdf
{'authors': [{'author': 'Luis Quissak'}], 'theme': 'Culpa e desespero', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-05-30_Culpa_e_desespero_-_esboço.pdf
{'authors': [{'author': 'Luis Quissak'}, {'author': 'Merleau-Ponty'}], 'theme': 'Filosofia da Mente', 'philosophical area': 'Filosofia da Mente'}|gs://blog-files-2024/all/pdf2/2016-06-01_Considerações_gerais_sobre_a_Filosofia_da_Mente.pdf
{'authors': [{'author': 'Kant'}, {'author': 'Luis Quissak'}, {'author': 'Morujão'}, {'author': 'Brandão'}, {'author': 'Louis Guilhermit'}, {'author': 'Châtelet'}], 'theme': 'Liberdade', 'philosophical area': 'Filosofia Transcendental'}|gs://blog-files-2024/all/pdf2/2016-06-02_Um_caminho_para_a_liberdade_em_Kant.pdf
{'authors': [{'author': 'Aristóteles'}, {'author': 'Zingano'}, {'author': 'Aquiles'}, {'author': 'Peleu'}, {'author': 'Cálias'}], 'theme': 'Teologia aristotélica', 'philosophical area': None}|gs://blog-files-2024/all/pdf2/2016-06-24_Teologia_aristotélica_.pdf
{'authors': [{'author': 'Schopenhauer'}, {'author': 'Rousseau'}, {'author': 'Kant'}], 'theme': 'fundamento da moral', 'philosophical area': 'metafísica'}|gs://blog-files-2024/all/pdf2/2016-06-25_Introdução_ao_fundamento_da_moral_em_Schopenhauer.pdf
{'authors': [{'author': 'Schopenhauer'}, {'author': 'Kant'}, {'author': 'Locke'}], 'theme': 'Kant e o passe de mágica na base do imperativo categórico', 'philosophical area': 'ética'}|gs://blog-files-2024/all/pdf2/2016-06-30_Kant_e_o_passe_de_mágica_na_base_do_imperativo_categórico_.pdf
{'authors': [{'author': 'Schopenhauer'}, {'author': 'Kant'}, {'author': 'Mateus'}], 'theme': 'O auto dever é uma aberração', 'philosophical area': 'moral'}|gs://blog-files-2024/all/pdf2/2016-07-02_O_auto_dever_é_uma_aberração,_segundo_Schopenhauer_.pdf
